epoch,train_loss,train_acc_clean,val_loss_raw,val_acc_raw,val_loss_ema,val_acc_ema,lr,epoch_time_sec
54,2.5152016883850097,40.468,1.4502755073547364,66.87,1.4349165182113648,67.29,0.00033620317175735945,253.49022006988525
55,2.5742442683410642,37.922,1.4431864366531373,67.25,1.4425263092041016,67.47,0.00033382612127177166,255.36747097969055
56,2.4876355752563475,39.962,1.4049240748405456,68.39,1.4434283227920532,67.04,0.0003314143362087462,257.0362629890442
57,2.49645019241333,37.996,1.370808917236328,68.94,1.387794673347473,68.46,0.0003289684425472341,253.64269495010376
58,2.4876700377655028,38.096,1.4313547731399536,68.19,1.3560081270217896,69.51,0.00032648907511907547,255.62001371383667
59,2.509079193878174,39.932,1.455348671722412,67.69,1.3808298175811768,69.05,0.0003239768774442281,252.68882608413696
60,2.481750977783203,39.422,1.4217122442245484,68.43,1.393434429359436,68.39,0.0003214325015637423,253.80213403701782
61,2.510078355484009,36.958,1.427016184425354,68.35,1.4069374572753905,68.19,0.0003188566078705235,253.12869811058044
62,2.432272779006958,40.414,1.4248816690444945,68.29,1.3349461025238036,70.14,0.0003162498649379273,254.91988515853882
63,2.449070271911621,39.38,1.4195548782348633,67.87,1.328994155883789,69.87,0.00031361294934623114,253.00307989120483
64,2.4855290433120727,40.394,1.3712600162506103,69.32,1.3275146902084352,69.94,0.0003109465455070278,253.2174940109253
65,2.497097794189453,39.602,1.4136372352600097,68.46,1.4100197830200196,67.9,0.0003082513454855863,254.4173402786255
66,2.4017088940429687,40.73,1.433307578277588,67.71,1.3798703145980835,69.07,0.0003055280488212266,250.06377506256104
67,2.467592620010376,40.01,1.4439875324249267,68.43,1.3331384246826172,69.88,0.0003027773623457538,252.14570713043213
68,2.3551420483398435,40.924,1.3706205039978028,69.16,1.315586548423767,70.5,0.00030000000000000003,251.39666390419006
69,2.4276036947631834,40.738,1.438529195022583,68.37,1.3122170495986938,70.61,0.0002971966826485212,252.12545585632324
70,2.479025789489746,40.95,1.3841443229675292,69.06,1.329009914779663,70.35,0.00029436813789249645,251.19628810882568
71,2.35648738445282,41.652,1.3569778844833373,69.47,1.2946649341583252,71.03,0.0002915150998808791,251.10192012786865
72,2.405422219238281,43.964,1.4514650314331055,68.19,1.3166798585891724,70.31,0.0002886383091198483,249.46186804771423
73,2.4370724283599854,42.368,1.4379069854736328,68.11,1.3279845008850097,70.46,0.00028573851228061084,250.3297929763794
74,2.3687700509643554,40.244,1.3729793994903565,69.26,1.3073425455093384,70.95,0.0002828164620056024,249.94451904296875
75,2.3871170964050292,39.59,1.3760929859161377,69.39,1.2988216552734375,71.42,0.00027987291671313907,249.4545021057129
76,2.3703958427429197,44.784,1.3475923069000244,69.64,1.2695469347000121,71.71,0.0002769086404005702,249.28860187530518
77,2.396866145324707,42.852,1.3777567426681518,69.87,1.3419604595184327,69.99,0.00027392440244598224,250.20794534683228
78,2.329880061759949,45.134,1.3686184995651245,69.71,1.308050346183777,71.11,0.0002709209774085071,248.6340138912201
79,2.4060474390411377,41.23,1.3458063232421875,70.25,1.2935109405517577,71.93,0.00026789914482728546,248.54552102088928
80,2.32723880859375,40.93,1.357558424949646,70.26,1.3135200984954833,70.8,0.00026485968901913655,249.52278685569763
81,2.358460076751709,43.858,1.358030178451538,70.41,1.3145013586044312,70.77,0.00026180339887498953,251.40288162231445
82,2.333281551361084,41.308,1.3394560052871705,70.84,1.310768911743164,71.26,0.0002587310676551262,251.68126606941223
83,2.3101567715454103,45.972,1.3428640602111817,70.5,1.293053491973877,71.33,0.0002556434927832906,250.01936101913452
84,2.336399938812256,45.69,1.3872548656463624,69.92,1.3037321514129638,71.33,0.0002525414756397174,249.8049340248108
85,2.303296370353699,44.952,1.3332142256736756,70.57,1.2807226606369018,72.22,0.00024942582135313395,247.60118985176086
86,2.268534726409912,43.626,1.345579200744629,70.49,1.2874110277175903,71.58,0.00024629733859178864,254.47527384757996
87,2.3137181757354734,45.27,1.3509061204910278,70.52,1.2522799869537353,72.31,0.00024315683935356125,248.70459818840027
88,2.2820610092163087,42.576,1.3411925306320192,70.88,1.2671814472198486,72.25,0.0002400051387552089,246.40395975112915
89,2.291776558609009,46.764,1.33286916847229,71.31,1.2651016872406007,72.72,0.0002368430548208023,247.3211030960083
90,2.280262677459717,45.352,1.3326319328308105,70.91,1.271519603919983,72.14,0.00023367140826940767,245.4477138519287
91,2.329242545928955,48.704,1.313081892967224,71.49,1.2600186225891112,72.68,0.00023049102230206909,245.1761920452118
92,2.2908680220794677,41.43,1.330470076560974,70.87,1.2992790897369384,71.45,0.00022730272238814637,245.6103150844574
93,2.2560077073669436,45.914,1.3449615947723388,70.82,1.2428581068992615,72.78,0.0002241073360510646,246.3317461013794
94,2.316957710952759,44.378,1.3177805986404418,71.79,1.265499284172058,72.59,0.00022090569265353072,247.2289457321167
95,2.2550107238006594,46.596,1.3343063806533813,71.65,1.2767471916198732,72.37,0.0002176986231822717,242.72847199440002
96,2.328723691558838,44.87,1.3260078939437867,71.13,1.2582011095046997,72.55,0.0002144869600323525,245.0135338306427
97,2.2520887297821046,43.766,1.3098050430297852,71.03,1.240652714920044,73.26,0.0002112715367911275,241.7572419643402
98,2.2496940418243407,43.7,1.3164018341064454,71.72,1.2495568172454834,73.21,0.00020805318802188304,242.95980095863342
99,2.259970050582886,49.59,1.3400270769119262,71.35,1.2414580768585206,73.11,0.00020483274904722646,242.58756709098816
100,2.258761027030945,46.84,1.3123103399276734,71.33,1.2892632278442382,72.11,0.00020161105573227798,243.83278489112854
101,2.2274319129943847,45.856,1.3339422571182251,71.33,1.2396605194091797,73.16,0.00019838894426772206,241.13225984573364
102,2.228361658935547,43.874,1.3376875179290773,71.05,1.2698038511276246,72.39,0.0001951672509527736,239.15154314041138
103,2.176210276489258,47.362,1.3151620513916016,71.63,1.2532865482330322,72.8,0.00019194681197811704,241.76912188529968
104,2.131287293243408,45.61,1.3191147333145141,71.49,1.2805668981552123,72.2,0.0001887284632088725,239.91946721076965
105,2.1940175214767454,48.404,1.3050423045158386,71.6,1.2598451652526856,72.42,0.00018551303996764754,237.98765110969543
106,2.2490513676452637,43.25,1.3405618556976318,71.15,1.2933519626617431,72.28,0.00018230137681772833,237.0617640018463
107,2.2156863008499146,47.414,1.3026575164794922,72.0,1.2826202693939208,72.07,0.00017909430734646935,238.34785103797913
108,2.1948344397735595,47.598,1.3328681730270386,71.14,1.2466725606918334,73.19,0.0001758926639489354,239.15853786468506
109,2.1566935231018065,47.804,1.3250560228347779,71.64,1.2715013874053955,72.58,0.00017269727761185373,236.1852719783783
110,2.1915460517883303,45.642,1.3286261383056641,71.51,1.2553436107635498,72.94,0.00016950897769793093,236.97896099090576
111,2.1832650483703615,49.052,1.3110440841674804,72.15,1.2485373226165772,73.33,0.0001663285917305923,235.22343587875366
112,2.1445698268699647,46.202,1.3080480972290038,72.28,1.2611669599533082,72.71,0.0001631569451791977,235.80160474777222
113,2.1399889833068846,49.956,1.299652799987793,72.28,1.2615291044235228,72.77,0.00015999486124479114,235.952632188797
114,2.217788332824707,44.952,1.310459383583069,72.64,1.264246633720398,73.05,0.0001568431606464388,231.21222400665283
115,2.156683656311035,46.554,1.29889854221344,72.31,1.2530149200439453,73.2,0.00015370266140821143,231.7641520500183
116,2.171001430130005,50.586,1.3101073656082154,72.13,1.2659759433746338,72.78,0.00015057417864686607,230.2649381160736
117,2.219863470687866,47.844,1.310490991783142,72.43,1.2614739337921144,73.08,0.00014745852436028262,227.23417329788208
118,2.112910094299316,50.292,1.308829027557373,71.81,1.252833286857605,73.28,0.00014435650721670947,228.0310263633728
119,2.122781685180664,50.628,1.3091851212501526,72.15,1.258788242149353,73.48,0.0001412689323448739,227.0117530822754
120,2.1248658584594726,52.076,1.2961481484413147,72.19,1.2466992586135863,73.26,0.00013819660112501054,226.23917508125305
121,2.13677005607605,49.846,1.2824959451675415,72.36,1.2625601118087768,73.0,0.0001351403109808635,228.1783471107483
122,2.1005669966125486,46.096,1.3443323360443116,71.98,1.260113716316223,73.35,0.00013210085517271458,225.2367172241211
123,2.170020309753418,48.624,1.302400780582428,72.57,1.2872708150863648,72.61,0.00012907902259149287,224.61296606063843
124,2.1081009870910643,47.506,1.2784384157180786,72.93,1.2387804621696472,73.35,0.0001260755975540178,224.83602476119995
125,2.0758768817138673,49.506,1.28198619556427,72.87,1.2567346580505372,73.22,0.00012309135959942985,215.13938117027283
126,2.1303987126922608,49.076,1.3269999824523926,72.23,1.2682108890533448,73.19,0.00012012708328686093,213.22625517845154
127,2.1376910282897947,50.532,1.2765769075393676,72.44,1.248769105911255,73.26,0.00011718353799439765,212.6947729587555
128,2.1241419348144532,48.31,1.2942910389900208,72.72,1.2569310425758362,72.83,0.00011426148771938914,211.67945098876953
129,2.1245063903808594,50.162,1.307788810634613,72.22,1.2403363178253173,73.62,0.00011136169088015176,211.47658967971802
130,2.153980171813965,48.474,1.3158887727737427,71.87,1.2661757711410522,73.53,0.00010848490011912096,211.245352268219
131,2.080318345336914,49.882,1.3008442024230957,72.45,1.249385844039917,73.67,0.0001056318621075036,209.57080483436584
132,2.0968668365478518,50.7,1.292271000957489,72.4,1.2696217071533202,73.14,0.00010280331735147877,209.42848896980286
133,2.10328366317749,51.25,1.2933203605651855,72.79,1.2493082452774047,73.78,0.00010000000000000005,210.15018677711487
134,2.0595938883972167,51.474,1.2821572748184205,72.8,1.2342395216941833,73.99,9.722263765424628e-05,208.81345796585083
135,2.0882381364440916,49.916,1.298050493812561,72.75,1.2466708221435547,73.59,9.447195117877344e-05,208.9837508201599
136,2.0678776960372924,49.13,1.274015189743042,72.55,1.2351392459869386,73.57,9.174865451441374e-05,207.5276358127594
137,2.062058168182373,48.484,1.2816825574874877,72.79,1.2354058212280274,73.72,8.905345449297222e-05,206.80085611343384
138,2.0609980572509765,50.53,1.2870692337036134,72.54,1.2495585760116577,73.61,8.638705065376887e-05,204.65258884429932
139,2.107786400909424,49.682,1.2898354681015014,72.66,1.2394159690856934,73.28,8.375013506207275e-05,203.7861099243164
140,2.047725603942871,49.852,1.2872347507476807,73.03,1.2411751140594482,73.6,8.114339212947655e-05,203.91123795509338
141,2.078436534347534,53.706,1.296582321357727,72.73,1.2577169443130494,73.35,7.856749843625777e-05,204.20326495170593
142,2.027324266052246,52.448,1.295269592666626,72.77,1.2390564872741698,73.54,7.602312255577193e-05,203.2269299030304
143,2.087593266906738,51.454,1.2880414999008178,72.68,1.230096443271637,73.81,7.351092488092457e-05,201.9390630722046
144,2.070999224052429,49.932,1.2870752765655518,72.86,1.2593413469314576,73.28,7.103155745276593e-05,204.81732606887817
145,1.9770639003753663,52.948,1.289503370666504,73.28,1.2525593971252442,73.55,6.858566379125386e-05,201.9273009300232
146,2.0340989965057372,52.44,1.3129581645965576,72.63,1.2683931804656983,73.35,6.617387872822842e-05,202.45904064178467
147,2.114417829475403,49.414,1.3188675241470338,72.59,1.247259354019165,73.75,6.379682824264052e-05,202.88281798362732
148,2.108213183822632,50.85,1.2732696781158448,72.95,1.2343187408447265,73.98,6.145512929808012e-05,203.83393692970276
149,2.059857100830078,48.604,1.3369591186523437,72.38,1.2901607294082642,72.92,5.9149389682642165e-05,203.74719500541687
150,2.020528765335083,48.658,1.3101764152526856,72.78,1.2664595533370973,73.68,5.68802078511758e-05,204.34932732582092
151,1.9720907160949708,51.602,1.2791731853485107,73.52,1.2674352840423584,73.78,5.4648172769955395e-05,203.80787467956543
152,1.979701377887726,52.474,1.3073200931549072,73.22,1.2609546926498414,73.53,5.245386376381398e-05,202.4769458770752
153,1.9896884484863282,52.86,1.289032151412964,73.19,1.2560280769348144,73.65,5.029785036577976e-05,202.0609588623047
154,1.9092156163024903,51.288,1.3452281578063965,72.51,1.2916466398239135,73.14,4.818069216925372e-05,202.72903108596802
155,2.071471789855957,47.098,1.2917402704238892,73.1,1.2537913555145264,73.86,4.6102938682766804e-05,205.98214101791382
156,2.005916375732422,51.848,1.2781555137634277,73.44,1.2429186851501466,73.86,4.406512918735555e-05,204.38233089447021
157,1.982211650314331,55.452,1.2684536306381227,73.41,1.2564328220367431,73.64,4.2067792596591016e-05,203.07598185539246
158,1.9591709937286377,51.426,1.3203004377365113,72.86,1.2965852546691894,72.99,4.011144731929981e-05,202.59883093833923
159,1.9426525164031982,52.24,1.263526357460022,73.51,1.2476493717193604,73.76,3.819660112501053e-05,204.38792395591736
160,2.0837079167175294,50.704,1.2741354299545289,73.64,1.2624655696868896,73.58,3.6323751012162585e-05,204.19141292572021
161,2.049494717102051,53.162,1.303405016708374,73.39,1.2907842803955079,73.23,3.4493383079110056e-05,204.48642683029175
162,1.9548069884872437,54.656,1.2979747272491455,73.12,1.2572724225997924,73.77,3.270597239795465e-05,205.1119339466095
163,2.0224086072540284,52.472,1.2929912979125977,73.6,1.2614342903137208,73.76,3.0961982891241084e-05,204.0035538673401
164,2.0026856587219237,52.754,1.2930829275131226,73.48,1.2673498264312744,73.68,2.9261867211545603e-05,204.6416618824005
165,2.0336898091506956,48.9,1.2861846462249755,73.53,1.2596972679138183,73.65,2.7606066623990145e-05,204.85138511657715
166,2.0558614205932617,53.408,1.2945293001174927,73.6,1.2623176090240478,73.82,2.5995010891712168e-05,206.56303215026855
167,1.9897323422050477,48.408,1.2997351013183593,73.36,1.2710514934539794,73.67,2.4429118164319075e-05,204.47707533836365
168,2.0443581157684325,49.44,1.2775032079696655,73.59,1.260501612663269,73.79,2.2908794869358042e-05,204.7592089176178
169,2.0069994691467286,49.754,1.2910809558868408,73.36,1.2673770706176757,73.99,2.143443560682721e-05,204.46426796913147
170,1.975129508895874,51.886,1.2710373916625977,73.68,1.2464671718597413,74.01,2.0006423046757593e-05,204.31887316703796
171,1.9699263899993897,51.854,1.2681949487686157,73.77,1.2627856420516967,73.92,1.862512782989092e-05,205.09667205810547
172,2.020526139793396,49.794,1.2636747611999513,73.46,1.2569207801818847,73.87,1.7290908471479805e-05,204.8755440711975
173,1.9834148329544068,49.792,1.2701339569091796,73.69,1.2484311595916748,73.94,1.6004111268235156e-05,206.6588761806488
174,2.032406112060547,55.858,1.2933740928649902,73.67,1.2645049236297607,73.8,1.4765070208444732e-05,204.3188281059265
175,2.003073781604767,51.518,1.2619815450668335,73.59,1.2459021441459657,74.12,1.3574106885286464e-05,203.2941610813141
176,1.980504293899536,53.31,1.27447624835968,73.66,1.2627893995285033,73.86,1.2431530413359137e-05,203.62824201583862
177,1.961231103286743,51.574,1.290658982849121,73.78,1.280147071647644,73.78,1.133763734845137e-05,203.30176305770874
178,1.9936065740966797,51.016,1.2895409200668335,73.73,1.2667282739639283,73.86,1.0292711610570904e-05,203.95331382751465
179,2.0086178922271727,50.238,1.2773031309127807,73.77,1.264855959701538,73.85,9.297024410252752e-06,205.17988801002502
180,2.0278527341461183,51.35,1.284886357307434,73.55,1.2717420782089233,73.91,8.350834178166756e-06,205.2400541305542
181,2.034166359710693,50.606,1.2665277952194214,73.88,1.2588653167724608,73.85,7.4543864980418655e-06,204.28577423095703
182,1.9629275740051269,53.504,1.2738251094818116,73.94,1.2617859285354613,73.82,6.6079140429247565e-06,207.80526304244995
183,2.0376068899154665,49.726,1.2735196811676026,73.84,1.2616536291122435,73.8,5.811636514789598e-06,209.3840229511261
184,2.0525416228485107,49.36,1.288967812538147,73.77,1.2782559818267822,73.63,5.065760587514446e-06,206.07926297187805
185,1.929455100402832,55.74,1.2700322505950927,73.86,1.2600425163269042,73.84,4.370479853238863e-06,206.05324792861938
186,1.978229609527588,51.532,1.2695051582336425,73.84,1.264490637588501,73.78,3.725974772117313e-06,208.18536591529846
187,1.9621698986053466,51.092,1.2668835414886475,73.73,1.2564134132385254,73.88,3.132412625480452e-06,207.85552096366882
188,1.9590596788787842,53.556,1.2905951564788818,73.41,1.2789873352050782,73.67,2.589947472417431e-06,204.9507598876953
189,1.9762936418914796,54.882,1.270550869178772,73.69,1.2574565069198609,73.9,2.0987201097897755e-06,205.19392108917236
190,1.9988199926757813,53.536,1.292413095664978,73.64,1.2838989343643188,73.74,1.6588580356875939e-06,203.72918581962585
191,2.0251415991210937,53.418,1.2783588262557983,73.75,1.2662537899017334,73.6,1.2704754163374022e-06,204.86142992973328
192,2.0313186530303957,50.26,1.289693229675293,73.63,1.279733720588684,73.56,9.336730564702744e-07,205.7382242679596
193,2.0006905280685423,52.214,1.2686047399520874,73.8,1.2622916955947876,73.82,6.485383731580141e-07,205.05248093605042
194,1.927787380771637,52.944,1.2604670167922973,73.9,1.2543189136505126,73.96,4.1514537312397074e-07,205.19706082344055
195,1.9944341051483154,53.94,1.2821880031585693,73.63,1.2746135597229005,73.68,2.3355463353467168e-07,204.82838916778564
196,1.9399570263671875,51.772,1.2815692739486695,73.59,1.2752560455322266,73.57,1.0381328627702135e-07,204.7761058807373
197,1.9509685384368896,54.36,1.2643378427505494,73.85,1.256227363014221,73.99,2.5955005725064595e-08,205.42926812171936
198,2.0435393962097166,49.152,1.2712939531326295,73.78,1.2624285800933839,73.87,0.0,204.40733218193054
199,2.031063855667114,53.536,1.27433996925354,73.72,1.2675163284301758,73.85,2.5955005725064595e-08,204.39136719703674
